timestamp,elapsed_time,rpm,speed_mph,throttle_pos,coolant_temp_f,intake_temp_f,maf_gps,engine_load,timing_advance,fuel_trim_short,fuel_trim_long,accel_long_g,accel_lat_g,accel_vert_g,accel_total_g,pitch_deg,roll_deg,yaw_rate_dps,gps_lat,gps_lon,gps_alt_m,gps_speed_mph,gps_heading,gps_satellites,gps_valid,temp_oil_f,temp_intake_f,temp_brake_f,temp_trans_f,temp_ambient_f
2025-10-28T10:55:11.243521,0.2,879,1.9,91.2,185.0,84.5,55.2,74.7,21.6,-2.1,-0.9,0.394,0.05,-0.13,0.397,1.08,0.41,5.14,33.955552,-117.396199,397.1,1.9,0.0,7,True,193.8,85.7,186.7,199.1,78.8
2025-10-28T10:55:11.243563,0.22,856,2.0,94.7,183.9,84.1,55.7,77.7,22.2,0.3,0.2,0.398,0.026,-0.112,0.399,0.46,0.02,-3.06,33.955552,-117.396199,396.6,1.7,0.0,9,True,194.8,83.2,182.9,199.6,77.9
2025-10-28T10:55:11.243604,0.24,904,2.2,90.1,183.6,83.5,52.7,73.8,25.4,3.2,-1.7,0.389,0.035,-0.148,0.39,0.97,0.12,3.79,33.955552,-117.396198,393.6,1.1,0.0,11,True,193.1,86.3,186.4,195.8,78.5
2025-10-28T10:55:11.243674,0.26,939,2.4,92.3,187.1,87.8,53.7,75.7,25.8,-1.2,0.9,0.372,0.022,-0.077,0.372,0.54,-0.26,-1.99,33.955552,-117.396198,393.6,3.4,0.0,9,True,193.3,83.2,185.0,199.6,78.6
2025-10-28T10:55:11.243729,0.28,976,2.5,96.5,184.6,85.2,55.6,79.1,25.5,0.6,-1.5,0.351,0.001,0.087,0.351,0.69,0.16,7.65,33.955552,-117.396198,394.2,1.9,0.0,8,True,193.6,84.8,190.8,200.1,78.1
2025-10-28T10:55:11.243774,0.3,965,2.7,96.8,185.8,83.3,53.9,79.4,18.5,-2.4,0.3,0.388,0.041,-0.179,0.39,0.63,-0.37,-6.45,33.955552,-117.396198,397.1,1.2,0.0,9,True,196.2,84.9,186.2,195.5,78.8
2025-10-28T10:55:11.243814,0.32,899,2.9,92.5,183.4,84.0,53.0,75.8,25.6,0.8,1.1,0.352,0.045,0.122,0.355,0.49,0.55,-4.36,33.955552,-117.396197,396.2,2.1,0.1,8,True,195.5,83.2,183.8,198.6,79.0
2025-10-28T10:55:11.243853,0.34,975,3.0,91.3,186.4,84.0,57.0,74.8,15.2,1.2,1.6,0.366,0.001,-0.05,0.366,0.78,0.29,2.56,33.955552,-117.396197,392.3,3.2,0.1,10,True,194.3,87.0,182.4,197.0,78.1
2025-10-28T10:55:11.243896,0.36,951,3.2,96.9,187.9,82.6,52.9,79.5,20.7,-3.4,1.2,0.378,-0.04,-0.096,0.38,0.7,-0.51,-7.69,33.955552,-117.396197,397.8,3.5,0.1,8,True,195.8,86.2,185.8,197.6,77.7
2025-10-28T10:55:11.243932,0.38,975,3.3,98.7,187.3,85.5,55.6,80.9,19.8,-0.7,1.2,0.373,-0.012,-0.008,0.373,0.77,-0.48,-2.57,33.955552,-117.396197,395.1,3.6,0.1,7,True,194.2,85.2,183.1,197.6,78.6
2025-10-28T10:55:11.243968,0.4,993,3.5,97.2,187.6,86.8,55.3,79.7,17.9,2.1,0.0,0.358,-0.034,-0.12,0.36,0.59,-0.15,-4.6,33.955552,-117.396196,392.9,2.9,0.1,8,True,196.2,83.6,186.5,198.3,77.9
2025-10-28T10:55:11.244006,0.42,951,3.7,98.5,187.2,84.2,53.7,80.7,15.7,-3.2,-1.8,0.356,-0.034,0.07,0.358,0.25,0.23,4.82,33.955552,-117.396196,397.0,5.0,0.1,7,True,196.9,86.9,184.0,198.2,77.5
2025-10-28T10:55:11.244045,0.44,994,3.8,96.3,183.1,87.4,52.4,79.0,22.5,0.9,2.2,0.387,-0.013,-0.12,0.387,0.44,0.42,-4.69,33.955552,-117.396195,392.4,2.8,0.1,7,True,193.2,85.5,190.5,196.3,77.2
2025-10-28T10:55:11.244086,0.46,1041,4.0,90.1,185.2,84.9,53.7,73.9,22.5,1.5,1.4,0.387,0.007,0.142,0.387,0.61,0.06,4.41,33.955552,-117.396195,397.7,5.5,0.1,11,True,193.2,84.4,183.2,197.4,77.4
2025-10-28T10:55:11.244128,0.48,1045,4.2,98.6,186.9,85.8,58.1,80.9,15.3,-0.6,-0.8,0.382,-0.03,0.014,0.383,0.68,0.01,-2.31,33.955552,-117.396195,393.5,3.2,0.1,7,True,196.6,83.8,189.3,196.2,77.1
2025-10-28T10:55:11.244170,0.5,1015,4.3,97.5,185.9,84.4,55.8,79.9,21.6,3.5,0.9,0.367,0.007,-0.12,0.367,0.58,-0.23,-1.4,33.955552,-117.396194,395.5,4.8,0.1,7,True,195.1,85.9,184.0,198.6,78.0
2025-10-28T10:55:11.244209,0.52,1076,4.5,91.7,187.2,86.1,58.3,75.2,22.2,-2.9,-1.8,0.397,-0.049,-0.13,0.4,0.44,-0.53,-2.44,33.955552,-117.396194,396.9,3.5,0.1,9,True,194.7,83.8,185.4,197.4,78.2
2025-10-28T10:55:11.244246,0.54,1083,4.7,92.4,183.9,87.9,55.9,75.8,25.8,2.9,0.4,0.389,0.038,-0.15,0.391,0.92,0.53,-0.25,33.955552,-117.396193,395.3,5.2,0.1,8,True,198.0,84.1,187.7,199.3,78.3
2025-10-28T10:55:11.244332,0.56,1019,4.8,98.2,184.1,87.6,53.4,80.5,16.4,-2.2,1.9,0.369,0.002,-0.07,0.369,0.68,-0.43,-0.82,33.955552,-117.396193,397.8,4.3,0.1,9,True,195.3,83.3,186.1,197.7,78.1
2025-10-28T10:55:11.244380,0.58,1056,5.0,93.4,187.0,85.3,57.4,76.6,25.3,3.2,1.0,0.405,0.012,0.102,0.405,0.99,0.37,6.31,33.955552,-117.396192,397.0,4.5,0.2,7,True,195.8,85.9,186.7,197.5,77.9
2025-10-28T10:55:11.244420,0.6,1065,5.2,99.9,186.0,87.1,54.8,81.9,18.3,2.6,-1.2,0.387,0.004,-0.146,0.387,0.49,-0.42,3.34,33.955552,-117.396192,394.7,5.4,0.2,9,True,197.9,87.7,189.3,198.1,78.5
2025-10-28T10:55:11.244456,0.62,1109,5.4,90.6,188.0,86.1,57.2,74.3,16.2,0.8,-1.0,0.392,-0.018,-0.046,0.393,0.37,-0.2,-6.64,33.955552,-117.396191,396.2,6.4,0.2,9,True,194.0,85.5,183.0,200.4,77.5
2025-10-28T10:55:11.244493,0.64,1095,5.5,95.0,187.3,86.2,57.7,77.9,22.9,-2.3,-1.3,0.395,0.028,-0.01,0.396,0.99,0.27,5.67,33.955552,-117.396191,395.5,4.8,0.2,9,True,194.6,84.6,183.0,199.5,77.4
2025-10-28T10:55:11.244533,0.66,1054,5.7,90.6,183.4,87.4,56.4,74.3,24.5,1.8,1.6,0.365,-0.026,-0.098,0.366,0.85,-0.11,-7.23,33.955552,-117.39619,395.5,5.8,0.2,7,True,195.2,86.0,187.0,197.1,78.5
2025-10-28T10:55:11.244572,0.68,1140,5.9,99.4,183.7,84.9,53.6,81.5,23.5,-1.3,-1.5,0.362,0.02,-0.131,0.363,0.71,0.53,7.9,33.955552,-117.39619,393.7,6.7,0.2,8,True,195.8,86.9,188.6,198.0,77.9
2025-10-28T10:55:11.244655,0.7,1155,6.0,98.3,185.2,86.2,53.6,80.6,23.5,-2.9,-1.7,0.402,-0.035,-0.171,0.404,0.94,-0.48,-3.09,33.955552,-117.396189,394.6,6.6,0.2,11,True,197.5,85.5,189.9,196.4,78.8
2025-10-28T10:55:11.244744,0.72,1154,6.2,95.8,186.9,83.7,59.1,78.6,15.5,1.3,-1.1,0.381,-0.033,-0.128,0.383,0.53,-0.02,-6.5,33.955552,-117.396189,393.4,5.7,0.2,9,True,195.4,84.4,185.2,198.1,77.4
2025-10-28T10:55:11.244817,0.74,1119,6.4,99.1,185.5,85.4,54.3,81.2,21.1,2.1,1.1,0.377,0.006,0.045,0.377,0.39,-0.48,-5.1,33.955552,-117.396188,392.8,7.5,0.3,7,True,197.7,83.5,190.0,200.7,77.9
2025-10-28T10:55:11.244882,0.76,1183,6.5,93.8,187.1,83.0,55.3,76.9,16.4,1.1,-1.4,0.354,0.047,-0.163,0.357,0.89,0.57,-0.04,33.955552,-117.396187,393.3,6.4,0.3,10,True,195.3,84.5,183.4,199.9,77.3
2025-10-28T10:55:11.244950,0.78,1106,6.7,96.7,187.8,86.0,53.6,79.3,25.7,0.3,-1.0,0.354,0.025,0.115,0.355,0.71,-0.05,-0.36,33.955552,-117.396187,393.8,7.8,0.3,7,True,197.5,87.7,183.8,196.6,78.6
2025-10-28T10:55:11.245017,0.8,1196,6.8,91.1,183.1,84.4,55.9,74.7,25.6,-2.2,0.4,0.365,-0.034,0.051,0.367,0.52,-0.21,4.22,33.955552,-117.396186,395.5,7.7,0.3,7,True,194.0,88.0,189.8,200.6,78.3
2025-10-28T10:55:11.245083,0.82,1187,7.0,96.7,183.6,82.5,54.9,79.3,21.3,-2.1,-0.8,0.362,0.041,0.157,0.364,0.49,-0.2,-4.33,33.955552,-117.396185,393.8,5.9,0.3,9,True,197.5,85.9,190.9,199.5,77.2
2025-10-28T10:55:11.245148,0.84,1125,7.2,95.9,185.7,84.2,54.1,78.7,15.6,-0.3,-2.0,0.4,-0.038,-0.171,0.402,0.79,0.38,-2.5,33.955552,-117.396185,392.9,6.3,0.3,7,True,195.7,84.5,182.2,196.0,78.7
2025-10-28T10:55:11.245216,0.86,1195,7.3,92.1,186.9,88.1,56.2,75.5,18.0,1.8,-2.0,0.355,-0.032,-0.13,0.356,0.92,-0.05,3.09,33.955552,-117.396184,396.4,6.1,0.3,11,True,194.7,84.0,190.4,196.6,78.0
2025-10-28T10:55:11.245286,0.88,1203,7.5,93.4,183.6,87.4,58.8,76.6,26.0,-1.2,-0.9,0.401,-0.042,-0.08,0.403,0.8,0.07,0.64,33.955552,-117.396183,397.9,7.3,0.4,7,True,194.0,86.3,186.6,195.5,77.4
2025-10-28T10:55:11.245351,0.9,1164,7.7,96.9,186.5,83.0,54.0,79.4,16.7,-3.3,0.7,0.403,0.022,-0.139,0.403,1.03,0.46,-0.94,33.955552,-117.396182,397.7,6.6,0.4,9,True,194.9,86.4,189.7,201.0,77.3
2025-10-28T10:55:11.245415,0.92,1246,7.9,94.9,186.3,83.8,57.8,77.8,21.1,-2.2,-0.3,0.399,-0.048,-0.024,0.402,0.74,-0.01,-4.97,33.955552,-117.396182,396.0,7.3,0.4,10,True,195.4,86.1,185.6,199.1,78.1
2025-10-28T10:55:11.245481,0.94,1173,8.0,94.2,184.6,86.4,59.2,77.2,16.3,1.6,0.9,0.401,-0.006,0.161,0.401,0.47,0.44,2.38,33.955552,-117.396181,392.3,6.9,0.4,9,True,193.8,84.4,186.2,198.8,77.0
2025-10-28T10:55:11.245555,0.96,1209,8.2,90.5,187.1,86.4,57.0,74.2,15.6,-1.1,0.5,0.406,0.006,0.062,0.406,0.71,0.08,2.58,33.955552,-117.39618,396.3,8.9,0.4,9,True,194.7,84.8,185.5,200.8,78.7
2025-10-28T10:55:11.245623,0.98,1237,8.4,95.1,184.2,86.3,60.0,78.0,19.8,0.4,0.6,0.373,0.013,0.141,0.373,0.29,-0.15,-2.07,33.955552,-117.396179,394.5,8.0,0.4,8,True,197.5,88.0,182.0,195.6,77.5
2025-10-28T10:55:11.245812,1.0,1218,8.5,92.8,186.7,83.9,59.2,76.1,20.3,2.3,-0.2,0.39,0.005,-0.17,0.39,0.41,-0.26,-7.59,33.955552,-117.396178,392.7,7.2,0.5,10,True,193.7,84.5,182.0,196.0,78.0
2025-10-28T10:55:11.245900,1.02,1246,8.7,95.9,187.0,82.7,55.2,78.7,19.1,0.4,-1.3,0.377,-0.001,0.035,0.377,0.94,-0.28,-7.16,33.955552,-117.396178,393.3,10.1,0.5,8,True,193.9,85.1,183.9,200.3,78.2
2025-10-28T10:55:11.245968,1.04,1219,8.9,98.6,183.9,82.5,54.2,80.8,17.9,1.4,1.5,0.401,-0.005,-0.097,0.401,0.49,0.38,6.06,33.955552,-117.396177,396.8,8.8,0.5,11,True,198.0,88.0,183.2,197.9,77.9
2025-10-28T10:55:11.246039,1.06,1269,9.1,93.5,187.2,87.4,60.7,76.7,22.6,-2.8,-1.1,0.383,0.045,-0.159,0.385,1.03,-0.21,3.14,33.955552,-117.396176,393.4,8.5,0.5,10,True,196.1,83.8,189.5,197.0,77.1
2025-10-28T10:55:11.246104,1.08,1291,9.2,97.7,185.1,82.7,56.4,80.1,25.2,3.3,1.4,0.374,-0.033,-0.025,0.376,0.6,-0.52,6.72,33.955552,-117.396175,395.2,9.0,0.5,10,True,196.1,86.9,184.0,198.1,78.0
2025-10-28T10:55:11.246173,1.1,1320,9.4,98.2,185.7,87.8,55.3,80.5,16.1,-0.4,-0.7,0.356,-0.02,0.035,0.357,0.75,-0.11,-5.71,33.955552,-117.396174,396.9,8.5,0.5,10,True,197.2,87.6,182.7,198.2,77.6
2025-10-28T10:55:11.246239,1.12,1290,9.5,94.5,187.7,87.9,55.5,77.5,25.8,-0.5,0.2,0.351,-0.006,-0.084,0.351,0.85,-0.48,-5.12,33.955552,-117.396173,392.6,8.7,0.6,10,True,197.5,84.4,183.3,195.6,78.9
2025-10-28T10:55:11.246469,1.14,1274,9.7,96.0,186.6,85.1,60.7,78.7,15.6,-2.6,-0.5,0.35,0.001,-0.175,0.35,0.32,0.27,4.55,33.955552,-117.396172,397.0,8.7,0.6,11,True,197.9,85.3,182.8,197.3,78.9
2025-10-28T10:55:11.246551,1.16,1299,9.8,94.4,187.8,84.1,60.1,77.4,20.8,-3.4,-1.5,0.356,0.029,0.043,0.357,0.66,-0.1,-5.04,33.955552,-117.396171,392.9,10.6,0.6,9,True,194.6,84.6,183.9,197.0,78.7
2025-10-28T10:55:11.246623,1.18,1292,10.0,90.5,186.2,86.6,58.7,74.2,25.3,3.1,1.4,0.377,0.009,-0.035,0.377,0.95,-0.15,-0.86,33.955552,-117.39617,396.6,10.2,0.6,7,True,195.2,84.0,185.1,200.2,78.8
2025-10-28T10:55:11.246690,1.2,1326,10.2,97.6,186.4,85.3,58.2,80.1,19.5,-1.4,1.4,0.389,0.017,-0.107,0.389,0.62,0.13,4.67,33.955552,-117.396169,396.2,8.7,0.6,7,True,195.7,85.7,181.5,200.1,78.1
2025-10-28T10:55:11.246752,1.22,1315,10.3,98.4,184.4,85.8,60.6,80.7,25.2,-2.5,1.4,0.357,0.004,-0.077,0.357,0.8,0.42,1.21,33.955552,-117.396168,395.1,9.9,0.7,8,True,197.3,84.4,185.3,196.8,78.5
2025-10-28T10:55:11.246823,1.24,1299,10.5,91.0,185.3,83.1,55.1,74.6,24.4,1.4,1.6,0.402,0.034,-0.051,0.403,0.93,0.35,0.53,33.955552,-117.396167,395.9,9.9,0.7,11,True,197.9,84.0,184.7,196.4,77.2
2025-10-28T10:55:11.246887,1.26,1329,10.7,97.7,187.6,83.0,56.4,80.2,23.9,-1.2,-1.8,0.363,0.037,0.041,0.365,0.44,0.15,7.3,33.955552,-117.396166,392.7,9.9,0.7,11,True,196.8,85.9,181.9,199.1,78.2
2025-10-28T10:55:11.246951,1.28,1408,10.9,98.4,184.0,87.9,56.8,80.7,25.4,-2.4,-0.7,0.407,0.022,0.177,0.408,0.35,0.28,7.76,33.955552,-117.396165,395.6,12.0,0.7,7,True,196.9,86.8,189.1,195.7,77.2
2025-10-28T10:55:11.247015,1.3,1403,11.0,91.8,184.0,87.6,60.6,75.3,21.6,-1.6,0.4,0.355,0.005,0.018,0.355,0.95,0.11,-0.29,33.955552,-117.396164,392.9,10.6,0.8,11,True,193.2,86.2,184.5,196.1,77.1
2025-10-28T10:55:11.247085,1.32,1414,11.2,94.6,186.5,83.4,56.3,77.5,20.4,-2.2,-0.9,0.354,0.006,-0.157,0.354,0.33,0.42,4.87,33.955552,-117.396163,395.1,11.4,0.8,11,True,195.8,86.0,186.2,200.0,78.6
2025-10-28T10:55:11.247149,1.34,1420,11.3,91.1,187.1,87.9,59.1,74.7,17.1,-0.1,1.1,0.4,0.033,0.161,0.401,1.09,0.05,-0.02,33.955552,-117.396162,395.9,12.7,0.8,9,True,194.4,88.0,190.1,199.5,78.5
2025-10-28T10:55:11.247214,1.36,1349,11.5,93.0,186.7,85.3,56.6,76.3,15.7,-0.9,2.1,0.39,-0.007,-0.12,0.39,0.83,0.31,5.25,33.955552,-117.396161,394.3,11.4,0.8,11,True,197.0,84.8,183.3,198.1,77.2
2025-10-28T10:55:11.247277,1.38,1396,11.7,92.7,187.0,83.1,61.4,76.0,23.6,-0.0,-2.1,0.36,0.012,0.175,0.361,0.45,-0.34,-1.29,33.955552,-117.39616,394.1,12.7,0.9,10,True,198.2,84.3,185.0,197.0,78.8
2025-10-28T10:55:11.247356,1.4,1457,11.8,94.9,187.1,86.3,57.7,77.8,20.7,1.2,-0.6,0.379,-0.023,0.155,0.38,0.96,0.16,-7.74,33.955552,-117.396158,396.6,11.3,0.9,10,True,196.6,84.4,190.9,196.9,78.2
2025-10-28T10:55:11.247421,1.42,1415,12.0,90.7,185.9,86.3,56.3,74.4,16.1,-1.7,-1.9,0.382,-0.012,-0.154,0.382,0.37,0.4,-0.76,33.955552,-117.396157,397.9,11.7,0.9,9,True,198.1,84.5,185.6,197.5,78.7
2025-10-28T10:55:11.247487,1.44,1398,12.2,97.1,187.7,84.8,59.0,79.6,21.0,1.1,-0.7,0.383,-0.021,-0.021,0.383,0.49,0.11,3.95,33.955552,-117.396156,395.9,11.6,0.9,8,True,196.3,83.4,190.6,200.7,77.6
2025-10-28T10:55:11.247555,1.46,1447,12.3,99.8,187.5,82.7,61.8,81.8,20.9,-2.1,-0.8,0.391,0.015,-0.002,0.392,0.33,0.18,-3.75,33.955552,-117.396155,394.3,12.0,1.0,7,True,197.2,87.2,186.0,198.5,77.7
2025-10-28T10:55:11.247626,1.48,1429,12.5,95.9,183.4,84.6,58.9,78.7,24.8,1.0,-1.3,0.387,-0.014,0.024,0.387,0.41,0.46,7.6,33.955552,-117.396154,393.8,11.3,1.0,7,True,197.1,87.6,181.7,198.3,77.1
2025-10-28T10:55:11.247788,1.5,1436,12.7,96.8,184.0,85.1,57.7,79.4,16.5,-2.6,-1.2,0.371,0.037,0.169,0.373,0.63,0.28,2.01,33.955552,-117.396153,394.6,12.9,1.0,10,True,195.3,84.5,189.1,201.1,78.3
2025-10-28T10:55:11.247870,1.52,1464,12.9,100.0,184.7,84.9,60.1,82.0,25.6,-1.7,-2.0,0.396,-0.028,0.06,0.397,0.45,-0.15,-7.82,33.955552,-117.396151,396.3,12.9,1.0,9,True,196.9,87.7,190.2,195.3,78.3
2025-10-28T10:55:11.247943,1.54,1508,13.0,95.3,185.0,84.2,58.1,78.1,24.1,-1.6,0.0,0.36,-0.005,0.152,0.36,0.45,0.29,-0.66,33.955552,-117.39615,393.6,13.6,1.1,8,True,194.3,86.2,190.4,197.2,77.6
2025-10-28T10:55:11.248010,1.56,1453,13.2,92.1,186.9,87.4,62.3,75.5,19.1,0.6,1.7,0.41,0.006,-0.138,0.41,0.96,0.34,2.49,33.955552,-117.396149,396.2,14.3,1.1,8,True,195.4,85.6,186.0,200.0,77.2
2025-10-28T10:55:11.248074,1.58,1467,13.4,91.8,183.6,84.9,58.7,75.3,23.4,-2.3,-1.8,0.37,0.014,0.158,0.371,0.83,-0.44,-2.32,33.955552,-117.396147,392.7,13.2,1.1,8,True,194.3,84.3,190.2,196.0,78.9
2025-10-28T10:55:11.248188,1.6,1537,13.5,98.1,185.7,87.7,58.3,80.4,23.4,1.7,-1.2,0.41,0.008,-0.038,0.41,0.53,-0.15,-6.85,33.955552,-117.396146,395.6,13.9,1.1,9,True,195.9,86.5,190.4,195.5,79.0
2025-10-28T10:55:11.248261,1.62,1467,13.7,91.9,184.7,83.9,61.7,75.4,18.9,1.0,1.9,0.363,0.013,-0.025,0.363,0.41,0.32,-6.56,33.955552,-117.396145,393.2,12.8,1.2,8,True,197.2,84.3,189.8,199.1,78.4
2025-10-28T10:55:11.248371,1.64,1560,13.9,93.5,186.4,82.8,59.2,76.7,21.7,0.1,0.2,0.355,-0.023,-0.144,0.356,0.94,-0.22,-5.97,33.955552,-117.396143,392.8,14.4,1.2,8,True,194.8,87.5,187.9,199.3,77.2
2025-10-28T10:55:11.248442,1.66,1505,14.0,98.2,184.7,83.5,59.3,80.5,24.5,-1.8,-0.9,0.401,0.012,0.067,0.401,0.46,-0.45,0.6,33.955552,-117.396142,393.1,12.8,1.2,9,True,196.1,84.6,181.8,196.2,78.5
2025-10-28T10:55:11.248494,1.68,1557,14.2,99.1,186.2,86.6,61.9,81.2,19.9,0.6,1.9,0.363,-0.006,0.141,0.363,0.63,0.32,3.96,33.955552,-117.396141,393.7,13.3,1.3,10,True,194.1,87.7,188.0,201.1,77.1
2025-10-28T10:55:11.248533,1.7,1541,14.4,94.5,185.9,86.6,61.0,77.5,17.4,1.2,-0.2,0.398,-0.039,0.009,0.4,0.57,0.15,7.13,33.955552,-117.396139,393.3,14.2,1.3,8,True,195.2,85.3,182.7,196.2,77.8
2025-10-28T10:55:11.248569,1.72,1514,14.5,91.0,184.7,83.0,58.6,74.6,21.6,0.9,-1.8,0.368,-0.032,-0.062,0.369,1.0,-0.41,2.37,33.955552,-117.396138,392.3,13.5,1.3,11,True,193.9,84.1,189.7,197.5,77.0
2025-10-28T10:55:11.248607,1.74,1603,14.7,99.2,186.3,84.4,62.6,81.3,15.5,2.8,0.3,0.383,-0.043,-0.036,0.386,0.81,-0.23,1.82,33.955552,-117.396136,392.7,15.4,1.3,10,True,196.6,85.0,185.2,195.4,77.1
2025-10-28T10:55:11.248642,1.76,1580,14.9,91.0,183.6,86.3,62.4,74.6,21.5,-1.1,0.8,0.351,0.032,0.005,0.352,0.86,-0.3,-5.75,33.955552,-117.396135,397.8,15.5,1.4,9,True,194.6,84.8,186.7,195.8,77.9
2025-10-28T10:55:11.248680,1.78,1580,15.0,91.1,187.9,82.5,62.8,74.7,21.8,0.8,-1.3,0.359,0.043,-0.061,0.362,0.86,0.57,6.23,33.955552,-117.396134,392.7,15.3,1.4,8,True,194.5,86.4,187.8,198.8,77.3
2025-10-28T10:55:11.248715,1.8,1566,15.2,97.0,185.7,83.1,60.6,79.5,17.0,1.6,-1.7,0.388,0.048,0.03,0.391,0.71,0.48,2.1,33.955552,-117.396132,395.1,13.7,1.4,10,True,195.0,87.5,186.6,199.6,78.1
2025-10-28T10:55:11.248753,1.82,1611,15.3,95.7,186.4,86.6,60.4,78.5,20.8,-0.4,-2.0,0.379,0.029,-0.148,0.38,0.41,0.12,-5.9,33.955552,-117.396131,397.6,15.9,1.5,11,True,197.3,83.9,181.9,199.5,78.6
2025-10-28T10:55:11.248789,1.84,1579,15.5,91.7,187.5,85.8,58.7,75.2,25.7,-2.5,-1.6,0.404,-0.033,0.106,0.406,1.09,-0.5,2.81,33.955551,-117.396129,395.0,14.4,1.5,8,True,195.7,84.4,185.3,197.2,77.9
2025-10-28T10:55:11.248826,1.86,1597,15.7,90.1,187.9,87.6,62.5,73.9,23.3,3.1,-1.6,0.388,-0.006,-0.164,0.388,0.65,0.26,-7.41,33.955551,-117.396128,392.2,16.4,1.5,7,True,197.2,84.2,186.0,196.1,78.2
2025-10-28T10:55:11.248866,1.88,1615,15.9,97.2,186.9,86.7,62.7,79.7,24.7,0.7,-1.0,0.386,-0.001,0.067,0.386,0.54,-0.13,-2.45,33.955551,-117.396126,396.8,16.6,1.6,7,True,194.0,83.6,189.6,199.0,78.1
2025-10-28T10:55:11.248902,1.9,1634,16.0,92.4,186.5,83.8,59.2,75.8,16.1,0.2,0.1,0.354,0.006,0.026,0.354,0.5,-0.4,-0.04,33.955551,-117.396124,394.7,14.6,1.6,11,True,194.6,86.1,182.8,198.5,77.5
2025-10-28T10:55:11.248937,1.92,1648,16.2,93.7,183.4,85.2,59.6,76.8,25.5,-0.0,-1.7,0.386,0.04,0.002,0.388,0.82,-0.31,-5.78,33.955551,-117.396123,392.1,17.6,1.6,11,True,197.3,87.3,186.8,199.4,77.0
2025-10-28T10:55:11.248975,1.94,1611,16.4,94.2,186.5,88.3,61.1,77.3,16.2,1.0,-0.5,0.383,0.026,0.156,0.383,0.56,-0.42,3.54,33.955551,-117.396121,392.2,15.2,1.7,9,True,198.2,83.6,189.7,196.5,78.5
2025-10-28T10:55:11.249013,1.96,1635,16.5,99.6,183.9,85.6,60.7,81.7,18.9,0.8,0.3,0.388,-0.035,-0.137,0.389,0.89,-0.01,-7.0,33.955551,-117.39612,396.2,17.1,1.7,10,True,194.7,84.3,188.0,200.3,77.1
